scorer,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.1,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.2,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.3,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.4,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.5,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.6,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.7,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.8,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.9,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.10,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.11,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.12,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.13,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.14,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.15,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.16,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.17,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.18,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.19,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.20,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.21,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.22,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.23,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.24,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.25,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.26,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.27,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.28,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.29,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.30,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.31,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.32,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.33,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.34,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.35,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.36,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.37,DLC_resnet152_fearbox_opto-Livia-2025-02-03Feb3shuffle1_100000.38
bodyparts,nose,nose,nose,head,head,head,left ear,left ear,left ear,right ear,right ear,right ear,neck,neck,neck,center,center,center,left flimb,left flimb,left flimb,right flimb,right flimb,right flimb,left blimb,left blimb,left blimb,right blimb,right blimb,right blimb,base tail,base tail,base tail,middle tail,middle tail,middle tail,tail tip,tail tip,tail tip
8,643.6170654296875,551.2392578125,0.9922550916671753,659.9051513671875,558.7150268554688,0.9985647797584534,652.2833251953125,604.5435791015625,0.9819101691246033,709.8690185546875,569.5391235351562,0.9926344752311707,688.1511840820312,596.4310302734375,0.9958339929580688,729.7662353515625,666.1922607421875,0.9872326850891113,666.3336791992188,655.3973388671875,0.9700009226799011,752.1493530273438,596.9512329101562,0.9782148599624634,690.1536865234375,716.2613525390625,0.9401134848594666,798.45458984375,680.7654418945312,0.9351050853729248,738.4959716796875,777.3640747070312,0.9804840683937073,612.9647216796875,867.0993041992188,0.7492966651916504,457.9183044433594,851.2356567382812,0.9915567636489868
18,630.7342529296875,539.4722290039062,0.9720101356506348,647.9104614257812,544.1538696289062,0.9966676831245422,645.5592041015625,591.7529907226562,0.9822170734405518,698.3243408203125,552.928955078125,0.9879960417747498,675.8737182617188,581.578369140625,0.9939175248146057,724.8443603515625,654.61279296875,0.9888295531272888,662.195068359375,643.1513061523438,0.9084115028381348,741.9310302734375,581.6909790039062,0.9766789674758911,698.2345581054688,719.8914184570312,0.9309516549110413,798.8101806640625,672.8828735351562,0.9414555430412292,745.59619140625,778.9888916015625,0.9904606938362122,613.2462158203125,866.3733520507812,0.7879209518432617,462.94708251953125,854.581787109375,0.9836614727973938
28,538.2575073242188,584.478271484375,0.9329438805580139,559.0079956054688,581.563720703125,0.9963521957397461,585.3282470703125,621.0145874023438,0.9801791310310364,607.4005126953125,568.8041381835938,0.9814280271530151,607.5126342773438,602.266845703125,0.9700393080711365,689.0945434570312,637.9462280273438,0.9883649349212646,617.172119140625,658.3914184570312,0.9831228852272034,656.1033325195312,563.1265258789062,0.9755531549453735,689.4502563476562,712.8850708007812,0.9916684627532959,763.8922729492188,628.2247314453125,0.9542350769042969,768.9326171875,731.162841796875,0.9896535277366638,675.6127319335938,876.9708862304688,0.7136626243591309,542.4529418945312,913.5306396484375,0.9731103181838989
38,492.0958251953125,605.191650390625,0.5970646739006042,526.943603515625,595.6805419921875,0.9979783892631531,562.4088745117188,630.9381713867188,0.9687625765800476,574.3047485351562,567.6632080078125,0.9860316514968872,581.2831420898438,602.7343139648438,0.9834755659103394,674.1356811523438,616.7824096679688,0.9933011531829834,614.8671264648438,655.4829711914062,0.9845467209815979,616.6560668945312,554.9453735351562,0.9631578922271729,694.7470703125,690.8658447265625,0.994046688079834,759.4700317382812,603.6394653320312,0.8583123087882996,768.9883422851562,692.8973999023438,0.9980831146240234,748.6447143554688,862.4166870117188,0.8434929251670837,621.6052856445312,917.3756103515625,0.9907149076461792
48,452.5904846191406,676.0594482421875,0.9824977517127991,472.9657287597656,677.8787231445312,0.9941394329071045,514.654052734375,700.2975463867188,0.9937422871589661,511.7374267578125,640.025146484375,0.9921244978904724,523.6630859375,668.5348510742188,0.9856194257736206,624.1763305664062,657.5109252929688,0.9951272010803223,564.6121215820312,708.61865234375,0.985929548740387,551.8931884765625,608.7107543945312,0.9818755984306335,675.9811401367188,694.5720825195312,0.9613173604011536,657.5426025390625,593.3411865234375,0.7047442197799683,743.1792602539062,665.3704223632812,0.9951942563056946,823.87841796875,722.4573364257812,0.9389237761497498,737.9183959960938,915.3241577148438,0.3924000859260559
58,502.97113037109375,753.1251220703125,0.9244812726974487,509.7320251464844,735.8739013671875,0.9949249029159546,561.83447265625,736.849609375,0.9929932951927185,515.5912475585938,693.1480712890625,0.9950312376022339,541.2843017578125,710.1473999023438,0.993933379650116,620.1749267578125,656.30615234375,0.9916833639144897,600.808349609375,727.9945068359375,0.9943161606788635,539.068603515625,655.5297241210938,0.9785037636756897,691.2166137695312,682.896484375,0.8495872020721436,644.0189208984375,578.107666015625,0.9068053960800171,748.6912841796875,627.6707153320312,0.9985153079032898,883.151123046875,715.4201049804688,0.9403364658355713,853.0762939453125,867.152099609375,0.9605498909950256
68,479.9969787597656,757.3316040039062,0.985471785068512,495.42919921875,727.3351440429688,0.9948496222496033,547.4938354492188,735.5768432617188,0.9916184544563293,510.9144592285156,684.6029663085938,0.9883047342300415,540.1107788085938,704.5384521484375,0.9947033524513245,620.0824584960938,655.9988403320312,0.9932107329368591,588.4769897460938,734.357177734375,0.9950850605964661,544.3887939453125,649.1305541992188,0.9816669225692749,691.7927856445312,681.156982421875,0.9166449904441833,639.5270385742188,580.6085205078125,0.9600175023078918,741.6991577148438,622.9537353515625,0.9987008571624756,902.0496826171875,712.2755126953125,0.9221153855323792,886.5926513671875,845.3276977539062,0.3912540078163147
78,425.9087219238281,615.5254516601562,0.806386411190033,445.04718017578125,613.8714599609375,0.9963956475257874,472.2158508300781,653.8668823242188,0.9759785532951355,492.72564697265625,601.947998046875,0.9774231314659119,495.8531188964844,635.03173828125,0.9612106084823608,597.0003051757812,642.47021484375,0.9967018961906433,514.6858520507812,683.275634765625,0.9846252202987671,539.5153198242188,596.2645874023438,0.9919006824493408,647.0709838867188,693.0341186523438,0.9376952648162842,637.3136596679688,583.6546020507812,0.8628813624382019,732.8107299804688,627.0471801757812,0.9965938925743103,862.8172607421875,653.5617065429688,0.9156829118728638,933.3020629882812,782.048095703125,0.5869247317314148
88,412.1285400390625,592.3807983398438,0.9215871691703796,427.6458740234375,587.2965698242188,0.987626850605011,441.9771423339844,635.777099609375,0.926461935043335,472.5475158691406,577.6968994140625,0.9947865009307861,461.8993835449219,607.1947631835938,0.9699370265007019,561.3800048828125,625.3935546875,0.990853488445282,483.831298828125,665.0328369140625,0.9348233938217163,513.4371948242188,568.8487548828125,0.9774837493896484,602.6609497070312,681.015380859375,0.9829393625259399,619.6640625,577.1647338867188,0.9630637764930725,694.8296508789062,643.4965209960938,0.9976239800453186,835.4678955078125,673.4738159179688,0.9546912908554077,954.8466186523438,799.5394287109375,0.9586978554725647
